layer,matrix,variant,mean_kurtosis,mean_max_std_ratio,frob_norm,delta_frob_over_W_frob
9,k_proj,base,1.0669093075609803,5.154971339096621,23.26095856372693,0.0
9,k_proj,svmo,1.0663073068277806,5.154254338513421,23.24801937629986,0.0007072789594531059
9,k_proj,lora,1.0654044855369975,5.154085889274064,23.267295915555373,0.022036908194422722
9,v_proj,base,0.4813326986344589,4.323514697771254,24.75481427802468,0.0
9,v_proj,svmo,0.48134217094330534,4.323542152866588,24.753123913845666,0.00011944784637307748
9,v_proj,lora,0.48084335384182714,4.325543861876087,24.761435616846416,0.022282976657152176
9,o_proj,base,0.7348997769932577,4.561311597097104,60.407904005601054,0.0
9,o_proj,svmo,0.7342833233818642,4.5607067496327245,60.389678011332784,0.0006748150335624814
9,o_proj,lora,0.7336029222335735,4.5598726657153295,60.425272492211164,0.02420477755367756
9,gate_proj,base,0.4724845505578755,4.320073909821864,152.3015162121312,0.0
9,gate_proj,svmo,0.47226482040498136,4.319298809419927,152.2821406037797,0.0003094139392487705
9,gate_proj,lora,0.471929521885999,4.319670898275627,152.33805441805256,0.021977046504616737
9,up_proj,base,0.30523606377580437,4.06563030839785,124.8133311208019,0.0
9,up_proj,svmo,0.3052252343054541,4.065621673637519,124.80390217896442,0.00029355555307120085
9,up_proj,lora,0.3048254371430028,4.065489408677148,124.85913661186777,0.026641052216291428
9,down_proj,base,1.7576103420576448,5.284672960774088,123.15226104723119,0.0
9,down_proj,svmo,1.7574760583415912,5.284643542490902,123.16383627012,0.00033113034442067146
9,down_proj,lora,1.7513945153429462,5.283224937216724,123.19760172100624,0.02705988846719265
10,q_proj,base,0.7464369366531679,4.717747068660542,63.46072332657666,0.0
10,q_proj,svmo,0.7463008286543837,4.717461321944812,63.426209972964934,0.0011456911452114582
10,q_proj,lora,0.7446009159413182,4.716746663869576,63.47807219756562,0.023167256265878677
10,k_proj,base,0.7611243933760099,4.808120890650242,27.074954543837503,0.0
10,k_proj,svmo,0.7608628300500545,4.807890842867682,27.065488457096922,0.0004877601459156722
10,k_proj,lora,0.7599720600427752,4.806691361321307,27.080289647597837,0.019978469237685204
10,v_proj,base,0.36170448206160494,4.17271906535942,22.327840995260463,0.0
10,v_proj,svmo,0.36174836840596714,4.172879061134406,22.311594460662437,0.0012163884239271283
10,v_proj,lora,0.36129201116450493,4.173351601080881,22.335436583489646,0.025455564260482788
10,o_proj,base,0.7730927903992921,4.5245781832124585,57.02436266619324,0.0
10,o_proj,svmo,0.7731162075787904,4.524581714374608,57.02659206587118,8.97529607755132e-05
10,o_proj,lora,0.7721552480763975,4.523654465405535,57.04323607167188,0.025262488052248955
10,gate_proj,base,0.7541041848331457,4.241301609124285,141.654523314401,0.0
10,gate_proj,svmo,0.754172637080586,4.241471268163995,141.66345443108995,0.00018440613348502666
10,gate_proj,lora,0.7529333342493627,4.2407758960226145,141.6919868857314,0.023283036425709724
10,up_proj,base,0.5706443044346482,4.196812153718807,133.04852427087016,0.0
10,up_proj,svmo,0.5706258361374809,4.196766385912608,133.03497308317998,0.00038903733366169035
10,up_proj,lora,0.569641577252698,4.196682234829523,133.09058410843048,0.024957705289125443
10,down_proj,base,1.5916403044994893,5.385073927819355,132.27235674709743,0.0
10,down_proj,svmo,1.5916767108948247,5.385105338802158,132.27027667595988,5.2523384511005133e-05
10,down_proj,lora,1.5862147441384482,5.383637091823495,132.3129958438767,0.024864746257662773
11,q_proj,base,0.649443255222777,4.685751359252123,64.22327867756809,0.0
11,q_proj,svmo,0.6494716768372985,4.685852059321738,64.24100614539721,0.0005748126422986388
11,q_proj,lora,0.6479279278376032,4.684744380801002,64.23869068039997,0.022232647985219955
11,k_proj,base,0.937159212629495,4.876739345437571,28.02436583614876,0.0
11,k_proj,svmo,0.937730973416454,4.8774181234175265,28.04568953936114,0.0010195409413427114
11,k_proj,lora,0.9366003400248935,4.875270551849429,28.030768422270572,0.020922662690281868
11,v_proj,base,0.35481209181970474,4.2614862330059555,19.7935942290059,0.0
11,v_proj,svmo,0.3548174195967203,4.261508106059958,19.795416262246366,0.00014304943033494055
11,v_proj,lora,0.3541351253495148,4.260353436762351,19.801376179764613,0.027743857353925705
11,o_proj,base,0.5555761558092044,4.444494879435909,55.283316167459944,0.0
11,o_proj,svmo,0.5554722946506806,4.444401135678667,55.273605257198675,0.0003918098518624902
